Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Right,Turning,Occlusion,Glitch;Buffer;;
Vid1_0061.png;1;Zebrafish;1297;1353;1652;1488;0,0,0,0;0;;
Vid1_0062.png;1;Zebrafish;1296;1352;1650;1490;0,0,0,0;0;;
Vid1_0063.png;1;Zebrafish;1297;1349;1649;1490;0,0,0,0;0;;
Vid1_0064.png;1;Zebrafish;1298;1347;1649;1489;0,0,0,0;0;;
Vid1_0096.png;1;Zebrafish;1290;1322;1639;1481;0,0,0,0;0;;
Vid1_0097.png;1;Zebrafish;1292;1324;1641;1484;0,0,0,0;0;;
Vid1_0098.png;1;Zebrafish;1293;1326;1640;1482;0,0,0,0;0;;
Vid1_0099.png;1;Zebrafish;1293;1326;1640;1482;0,0,0,0;0;;
Vid1_0100.png;1;Zebrafish;1293;1326;1638;1482;0,0,0,0;0;;
Vid1_0101.png;1;Zebrafish;1294;1328;1642;1475;0,0,0,0;0;;
Vid1_0102.png;1;Zebrafish;1294;1328;1646;1475;0,0,0,0;0;;
Vid1_0103.png;1;Zebrafish;1292;1330;1636;1469;0,0,0,0;0;;
Vid1_0104.png;1;Zebrafish;1292;1330;1636;1469;0,0,0,0;0;;
Vid1_0105.png;1;Zebrafish;1292;1330;1638;1469;0,0,0,0;0;;
Vid1_0106.png;1;Zebrafish;1288;1336;1650;1464;0,0,0,0;0;;
Vid1_0107.png;1;Zebrafish;1288;1336;1650;1464;0,0,0,0;0;;
Vid1_0108.png;1;Zebrafish;1288;1336;1650;1464;0,0,0,0;0;;
Vid1_0109.png;1;Zebrafish;1289;1343;1648;1472;0,0,0,0;0;;
Vid1_0110.png;1;Zebrafish;1286;1347;1646;1479;0,0,0,0;0;;
Vid1_0111.png;1;Zebrafish;1288;1352;1647;1484;0,0,0,0;0;;
Vid1_0112.png;1;Zebrafish;1282;1356;1643;1487;0,0,0,0;0;;
Vid1_0113.png;1;Zebrafish;1284;1359;1643;1493;0,0,0,0;0;;
Vid1_0114.png;1;Zebrafish;1285;1362;1640;1495;0,0,0,0;0;;
Vid1_0115.png;1;Zebrafish;1280;1366;1643;1488;0,0,0,0;0;;
Vid1_0116.png;1;Zebrafish;1282;1368;1632;1482;0,0,0,0;0;;
Vid1_0117.png;1;Zebrafish;1280;1370;1637;1484;0,0,0,0;0;;
Vid1_0118.png;1;Zebrafish;1275;1374;1638;1488;0,0,0,0;0;;
Vid1_0119.png;1;Zebrafish;1276;1375;1637;1488;0,0,0,0;0;;
Vid1_0120.png;1;Zebrafish;1275;1378;1625;1490;0,0,0,0;0;;
Vid1_0121.png;1;Zebrafish;1273;1380;1625;1496;0,0,0,0;0;;
Vid1_0122.png;1;Zebrafish;1276;1380;1625;1496;0,0,0,0;0;;
Vid1_0123.png;1;Zebrafish;1277;1380;1613;1506;0,0,0,0;0;;
Vid1_0124.png;1;Zebrafish;1275;1380;1623;1513;0,0,0,0;0;;
Vid1_0125.png;1;Zebrafish;1274;1380;1625;1514;0,0,0,0;0;;
Vid1_0126.png;1;Zebrafish;1271;1382;1622;1511;0,0,0,0;0;;
Vid1_0127.png;1;Zebrafish;1274;1379;1616;1512;0,0,0,0;0;;
Vid1_0128.png;1;Zebrafish;1271;1374;1614;1517;0,0,0,0;0;;
Vid1_0129.png;1;Zebrafish;1266;1371;1601;1516;0,0,0,0;0;;
Vid1_0130.png;1;Zebrafish;1261;1367;1604;1514;0,0,0,0;0;;
Vid1_0131.png;1;Zebrafish;1255;1360;1593;1510;0,0,0,0;0;;
Vid1_0132.png;1;Zebrafish;1256;1361;1596;1511;0,0,0,0;0;;
Vid1_0133.png;1;Zebrafish;1240;1351;1579;1507;0,0,0,0;0;;
Vid1_0134.png;1;Zebrafish;1229;1342;1564;1508;0,0,0,0;0;;
Vid1_0135.png;1;Zebrafish;1222;1330;1552;1506;0,0,0,0;0;;
Vid1_0136.png;1;Zebrafish;1223;1331;1556;1508;0,0,0,0;0;;
Vid1_0137.png;1;Zebrafish;1199;1304;1524;1503;0,0,0,0;0;;
Vid1_0138.png;1;Zebrafish;1185;1297;1510;1500;0,0,0,0;0;;
Vid1_0139.png;1;Zebrafish;1171;1291;1495;1484;0,0,0,0;0;;
Vid1_0140.png;1;Zebrafish;1172;1292;1501;1485;0,0,0,0;0;;
Vid1_0141.png;1;Zebrafish;1148;1287;1482;1477;0,0,0,0;0;;
Vid1_0142.png;1;Zebrafish;1151;1287;1483;1477;0,0,0,0;0;;
Vid1_0143.png;1;Zebrafish;1134;1285;1469;1474;0,0,0,0;0;;
Vid1_0144.png;1;Zebrafish;1124;1285;1460;1476;0,0,0,0;0;;
Vid1_0145.png;1;Zebrafish;1126;1285;1460;1475;0,0,0,0;0;;
Vid1_0146.png;1;Zebrafish;1119;1276;1450;1469;0,0,0,0;0;;
Vid1_0147.png;1;Zebrafish;1100;1269;1424;1456;0,0,0,0;0;;
Vid1_0148.png;1;Zebrafish;1079;1261;1408;1448;0,0,0,0;0;;
Vid1_0149.png;1;Zebrafish;1082;1262;1412;1448;0,0,0,0;0;;
Vid1_0150.png;1;Zebrafish;1050;1253;1386;1434;0,0,0,0;0;;
Vid1_0151.png;1;Zebrafish;1026;1248;1358;1421;0,0,0,0;0;;
Vid1_0152.png;1;Zebrafish;1014;1239;1344;1417;0,0,0,0;0;;
Vid1_0153.png;1;Zebrafish;997;1226;1339;1406;0,0,0,0;0;;
Vid1_0154.png;1;Zebrafish;979;1217;1297;1412;0,0,0,0;0;;
Vid1_0155.png;1;Zebrafish;959;1207;1288;1406;0,0,0,0;0;;
Vid1_0156.png;1;Zebrafish;959;1207;1288;1406;0,0,0,0;0;;
Vid1_0157.png;1;Zebrafish;955;1206;1285;1402;0,0,0,0;0;;
Vid1_0158.png;1;Zebrafish;951;1205;1283;1400;0,0,0,0;0;;
Vid1_0159.png;1;Zebrafish;913;1196;1234;1386;0,0,0,0;0;;
Vid1_0160.png;1;Zebrafish;913;1196;1234;1386;0,0,0,0;0;;
Vid1_0161.png;1;Zebrafish;911;1195;1233;1384;0,0,0,0;0;;
Vid1_0162.png;1;Zebrafish;877;1183;1209;1361;0,0,0,0;0;;
Vid1_0163.png;1;Zebrafish;877;1183;1209;1361;0,0,0,0;0;;
Vid1_0164.png;1;Zebrafish;873;1182;1203;1356;0,0,0,0;0;;
Vid1_0165.png;1;Zebrafish;855;1176;1183;1351;0,0,0,0;0;;
Vid1_0166.png;1;Zebrafish;819;1163;1156;1347;0,0,0,0;0;;
Vid1_0167.png;1;Zebrafish;799;1153;1133;1342;0,0,0,0;0;;
Vid1_0168.png;1;Zebrafish;799;1153;1133;1342;0,0,0,0;0;;
Vid1_0169.png;1;Zebrafish;797;1151;1131;1345;0,0,0,0;0;;
Vid1_0170.png;1;Zebrafish;788;1141;1114;1342;0,0,0,0;0;;
Vid1_0171.png;1;Zebrafish;786;1139;1111;1343;0,0,0,0;0;;
Vid1_0172.png;1;Zebrafish;784;1137;1108;1341;0,0,0,0;0;;
Vid1_0173.png;1;Zebrafish;764;1121;1081;1345;0,0,0,0;0;;
Vid1_0174.png;1;Zebrafish;766;1121;1081;1346;0,0,0,0;0;;
Vid1_0200.png;1;Zebrafish;356;971;699;1134;0,0,0,0;0;;
Vid1_0201.png;1;Zebrafish;348;971;691;1132;0,0,0,0;0;;
Vid1_0202.png;1;Zebrafish;345;971;688;1131;0,0,0,0;0;;
Vid1_0203.png;1;Zebrafish;327;971;669;1126;0,0,0,0;0;;
Vid1_0204.png;1;Zebrafish;320;971;664;1124;0,0,0,0;0;;
Vid1_0205.png;1;Zebrafish;287;974;630;1118;0,0,0,0;0;;
Vid1_0206.png;1;Zebrafish;274;974;617;1117;0,0,0,0;0;;
Vid1_0216.png;1;Zebrafish;480;1158;817;1335;1,0,0,0;0;;
Vid1_0217.png;1;Zebrafish;537;1221;882;1349;1,0,0,0;0;;
Vid1_0219.png;1;Zebrafish;636;1265;978;1366;1,0,0,0;0;;
Vid1_0220.png;1;Zebrafish;675;1273;1024;1370;1,0,0,0;0;;
Vid1_0221.png;1;Zebrafish;704;1276;1060;1380;1,0,0,0;0;;
Vid1_0222.png;1;Zebrafish;729;1280;1085;1381;1,0,0,0;0;;
Vid1_0223.png;1;Zebrafish;757;1287;1112;1391;1,0,0,0;0;;
Vid1_0224.png;1;Zebrafish;784;1294;1137;1401;1,0,0,0;0;;
Vid1_0225.png;1;Zebrafish;801;1299;1157;1410;1,0,0,0;0;;
Vid1_0226.png;1;Zebrafish;830;1302;1176;1410;1,0,0,0;0;;
Vid1_0227.png;1;Zebrafish;825;1301;1173;1409;1,0,0,0;0;;
Vid1_0228.png;1;Zebrafish;851;1305;1208;1411;1,0,0,0;0;;
Vid1_0229.png;1;Zebrafish;870;1308;1225;1416;1,0,0,0;0;;
Vid1_0230.png;1;Zebrafish;868;1307;1223;1415;1,0,0,0;0;;
Vid1_0231.png;1;Zebrafish;894;1311;1248;1425;1,0,0,0;0;;
Vid1_0232.png;1;Zebrafish;909;1310;1268;1427;1,0,0,0;0;;
Vid1_0275.png;1;Zebrafish;1064;1256;1416;1392;1,0,0,0;0;;
Vid1_0283.png;1;Zebrafish;1113;1248;1462;1394;1,0,0,0;0;;
Vid1_0284.png;1;Zebrafish;1117;1247;1469;1396;1,0,0,0;0;;
Vid1_0285.png;1;Zebrafish;1133;1244;1470;1397;1,0,0,0;0;;
Vid1_0286.png;1;Zebrafish;1130;1244;1470;1394;1,0,0,0;0;;
Vid1_0290.png;1;Zebrafish;1141;1237;1483;1396;1,0,0,0;0;;
Vid1_0291.png;1;Zebrafish;1137;1233;1482;1391;1,0,0,0;0;;
Vid1_0294.png;1;Zebrafish;1183;1223;1469;1361;1,0,0,0;0;;
Vid1_0289.png;1;Zebrafish;1143;1238;1482;1391;1,0,0,0;0;;
Vid1_0292.png;1;Zebrafish;1141;1228;1470;1377;1,0,0,0;0;;
Vid1_0293.png;1;Zebrafish;1155;1226;1462;1359;1,0,0,0;0;;
Vid1_0295.png;1;Zebrafish;1174;1220;1479;1353;1,0,0,0;0;;
Vid1_0296.png;1;Zebrafish;1178;1216;1487;1346;1,0,0,0;0;;
Vid1_0297.png;1;Zebrafish;1182;1212;1497;1351;1,0,0,0;0;;
Vid1_0298.png;1;Zebrafish;1183;1213;1495;1350;1,0,0,0;0;;
Vid1_0299.png;1;Zebrafish;1192;1208;1507;1353;1,0,0,0;0;;
Vid1_0300.png;1;Zebrafish;1200;1207;1512;1360;1,0,0,0;0;;
Vid1_0301.png;1;Zebrafish;1208;1207;1523;1362;1,0,0,0;0;;
Vid1_0302.png;1;Zebrafish;1222;1207;1538;1369;1,0,0,0;0;;
Vid1_0303.png;1;Zebrafish;1236;1210;1548;1377;1,0,0,0;0;;
Vid1_0304.png;1;Zebrafish;1227;1212;1554;1377;1,0,0,0;0;;
Vid1_0305.png;1;Zebrafish;1229;1212;1553;1377;1,0,0,0;0;;
Vid1_0306.png;1;Zebrafish;1223;1217;1572;1359;1,0,0,0;0;;
Vid1_0307.png;1;Zebrafish;1227;1218;1576;1355;1,0,0,0;0;;
Vid1_0308.png;1;Zebrafish;1251;1221;1582;1343;1,0,0,0;0;;
Vid1_0309.png;1;Zebrafish;1265;1228;1617;1341;1,0,0,0;0;;
Vid1_0310.png;1;Zebrafish;1272;1232;1637;1337;1,0,0,0;0;;
Vid1_0311.png;1;Zebrafish;1290;1235;1647;1336;1,0,0,0;0;;
Vid1_0312.png;1;Zebrafish;1309;1238;1658;1341;1,0,0,0;0;;
Vid1_0313.png;1;Zebrafish;1309;1237;1657;1340;1,0,0,0;0;;
Vid1_0314.png;1;Zebrafish;1322;1243;1675;1343;1,0,0,0;0;;
Vid1_0315.png;1;Zebrafish;1355;1251;1703;1355;1,0,0,0;0;;
Vid1_0316.png;1;Zebrafish;1355;1251;1700;1354;1,0,0,0;0;;
Vid1_0317.png;1;Zebrafish;1364;1258;1722;1366;1,0,0,0;0;;
Vid1_0318.png;1;Zebrafish;1369;1260;1728;1368;1,0,0,0;0;;
Vid1_0319.png;1;Zebrafish;1387;1267;1743;1375;1,0,0,0;0;;
Vid1_0320.png;1;Zebrafish;1401;1274;1758;1386;1,0,0,0;0;;
Vid1_0321.png;1;Zebrafish;1417;1279;1768;1396;1,0,0,0;0;;
Vid1_0322.png;1;Zebrafish;1420;1283;1776;1406;1,0,0,0;0;;
Vid1_0323.png;1;Zebrafish;1428;1289;1786;1409;1,0,0,0;0;;
Vid1_0324.png;1;Zebrafish;1446;1295;1792;1412;1,0,0,0;0;;
Vid1_0325.png;1;Zebrafish;1488;1300;1797;1407;1,0,0,0;0;;
Vid1_0326.png;1;Zebrafish;1486;1299;1797;1406;1,0,0,0;0;;
Vid1_0327.png;1;Zebrafish;1479;1307;1809;1411;1,0,0,0;0;;
Vid1_0328.png;1;Zebrafish;1484;1313;1822;1416;1,0,0,0;0;;
Vid1_0329.png;1;Zebrafish;1483;1312;1821;1415;1,0,0,0;0;;
Vid1_0330.png;1;Zebrafish;1505;1320;1825;1427;1,0,0,0;0;;
Vid1_0336.png;1;Zebrafish;1550;1327;1875;1413;0,0,0,0;0;;
Vid1_0337.png;1;Zebrafish;1544;1327;1878;1413;0,0,0,0;0;;
Vid1_0339.png;1;Zebrafish;1459;1338;1817;1432;0,0,0,0;0;;
Vid1_0340.png;1;Zebrafish;1433;1340;1789;1438;0,0,0,0;0;;
Vid1_0341.png;1;Zebrafish;1410;1343;1760;1444;0,0,0,0;0;;
Vid1_0342.png;1;Zebrafish;1388;1346;1742;1451;0,0,0,0;0;;
Vid1_0343.png;1;Zebrafish;1368;1350;1721;1456;0,0,0,0;0;;
Vid1_0344.png;1;Zebrafish;1352;1353;1703;1458;0,0,0,0;0;;
Vid1_0345.png;1;Zebrafish;1335;1358;1681;1464;0,0,0,0;0;;
Vid1_0346.png;1;Zebrafish;1318;1363;1665;1476;0,0,0,0;0;;
Vid1_0347.png;1;Zebrafish;1321;1362;1668;1474;0,0,0,0;0;;
Vid1_0348.png;1;Zebrafish;1298;1363;1643;1480;0,0,0,0;0;;
Vid1_0349.png;1;Zebrafish;1278;1369;1617;1475;0,0,0,0;0;;
Vid1_0350.png;1;Zebrafish;1275;1369;1617;1473;0,0,0,0;0;;
Vid1_0351.png;1;Zebrafish;1251;1369;1595;1467;0,0,0,0;0;;
Vid1_0352.png;1;Zebrafish;1230;1369;1580;1477;0,0,0,0;0;;
Vid1_0353.png;1;Zebrafish;1216;1370;1570;1483;0,0,0,0;0;;
Vid1_0354.png;1;Zebrafish;1205;1372;1559;1487;0,0,0,0;0;;
Vid1_0355.png;1;Zebrafish;1193;1375;1546;1493;0,0,0,0;0;;
Vid1_0356.png;1;Zebrafish;1180;1379;1530;1499;0,0,0,0;0;;
Vid1_0357.png;1;Zebrafish;1172;1382;1517;1506;0,0,0,0;0;;
Vid1_0358.png;1;Zebrafish;1161;1385;1515;1501;0,0,0,0;0;;
Vid1_0359.png;1;Zebrafish;1150;1388;1495;1497;0,0,0,0;0;;
Vid1_0360.png;1;Zebrafish;1140;1392;1494;1499;0,0,0,0;0;;
Vid1_0361.png;1;Zebrafish;1141;1392;1495;1498;0,0,0,0;0;;
Vid1_0362.png;1;Zebrafish;1125;1399;1470;1494;0,0,0,0;0;;
Vid1_0363.png;1;Zebrafish;1113;1404;1466;1501;0,0,0,0;0;;
Vid1_0364.png;1;Zebrafish;1108;1403;1462;1499;0,0,0,0;0;;
Vid1_0365.png;1;Zebrafish;1098;1406;1446;1501;0,0,0,0;0;;
Vid1_0366.png;1;Zebrafish;1090;1408;1442;1494;0,0,0,0;0;;
Vid1_0367.png;1;Zebrafish;1089;1408;1442;1494;0,0,0,0;0;;
Vid1_0368.png;1;Zebrafish;1081;1407;1434;1498;0,0,0,0;0;;
Vid1_0369.png;1;Zebrafish;1073;1404;1424;1496;0,0,0,0;0;;
Vid1_0370.png;1;Zebrafish;1068;1407;1421;1497;0,0,0,0;0;;
Vid1_0371.png;1;Zebrafish;1066;1406;1418;1493;0,0,0,0;0;;
Vid1_0372.png;1;Zebrafish;1063;1406;1412;1494;0,0,0,0;0;;
Vid1_0373.png;1;Zebrafish;1058;1406;1413;1495;0,0,0,0;0;;
Vid1_0374.png;1;Zebrafish;1055;1405;1410;1498;0,0,0,0;0;;
Vid1_0375.png;1;Zebrafish;1052;1404;1401;1496;0,0,0,0;0;;
Vid1_0376.png;1;Zebrafish;1048;1410;1396;1496;0,0,0,0;0;;
Vid1_0377.png;1;Zebrafish;1044;1412;1397;1497;0,0,0,0;0;;
Vid1_0378.png;1;Zebrafish;1038;1415;1390;1501;0,0,0,0;0;;
Vid1_0379.png;1;Zebrafish;1040;1414;1392;1500;0,0,0,0;0;;
Vid1_0380.png;1;Zebrafish;1032;1418;1386;1508;0,0,0,0;0;;
Vid1_0381.png;1;Zebrafish;1030;1417;1383;1506;0,0,0,0;0;;
Vid1_0382.png;1;Zebrafish;1026;1419;1376;1504;0,0,0,0;0;;
Vid1_0383.png;1;Zebrafish;1015;1424;1370;1507;0,0,0,0;0;;
Vid1_0384.png;1;Zebrafish;1010;1425;1359;1506;0,0,0,0;0;;
Vid1_0385.png;1;Zebrafish;1010;1425;1360;1506;0,0,0,0;0;;
Vid1_0386.png;1;Zebrafish;1003;1425;1360;1508;0,0,0,0;0;;
Vid1_0488.png;1;Zebrafish;607;1361;944;1493;0,0,0,0;0;;
Vid1_0487.png;1;Zebrafish;607;1365;945;1491;0,0,0,0;0;;
Vid1_0486.png;1;Zebrafish;607;1369;947;1491;0,0,0,0;0;;
Vid1_0485.png;1;Zebrafish;609;1372;940;1494;0,0,0,0;0;;
Vid1_0484.png;1;Zebrafish;609;1374;951;1496;0,0,0,0;0;;
Vid1_0483.png;1;Zebrafish;615;1379;950;1495;0,0,0,0;0;;
Vid1_0482.png;1;Zebrafish;615;1379;953;1495;0,0,0,0;0;;
Vid1_0481.png;1;Zebrafish;615;1379;953;1495;0,0,0,0;0;;
Vid1_0480.png;1;Zebrafish;617;1383;960;1495;0,0,0,0;0;;
Vid1_0479.png;1;Zebrafish;619;1385;957;1494;0,0,0,0;0;;
Vid1_0478.png;1;Zebrafish;621;1387;951;1494;0,0,0,0;0;;
Vid1_0477.png;1;Zebrafish;622;1390;962;1496;0,0,1,0;0;;
Vid1_0476.png;1;Zebrafish;624;1393;957;1495;0,0,1,0;0;;
Vid1_0475.png;1;Zebrafish;626;1394;948;1496;0,0,1,0;0;;
Vid1_0474.png;1;Zebrafish;627;1398;965;1497;0,0,1,0;0;;
Vid1_0489.png;1;Zebrafish;604;1357;936;1494;0,0,0,0;0;;
Vid1_0490.png;1;Zebrafish;603;1353;943;1489;0,0,0,0;0;;
Vid1_0491.png;1;Zebrafish;603;1353;943;1489;0,0,0,0;0;;
Vid1_0492.png;1;Zebrafish;604;1347;938;1495;0,0,0,0;0;;
Vid1_0493.png;1;Zebrafish;607;1340;940;1490;0,0,0,0;0;;
Vid1_0494.png;1;Zebrafish;612;1336;935;1490;0,0,0,0;0;;
Vid1_0495.png;1;Zebrafish;612;1332;937;1490;0,0,0,0;0;;
Vid1_0496.png;1;Zebrafish;611;1328;929;1485;0,0,0,0;0;;
Vid1_0527.png;1;Zebrafish;626;1312;975;1400;1,0,0,0;0;;
Vid1_0528.png;1;Zebrafish;648;1321;1007;1407;1,0,0,0;0;;
Vid1_0529.png;1;Zebrafish;645;1321;1003;1406;1,0,0,0;0;;
Vid1_0530.png;1;Zebrafish;677;1322;1029;1421;1,0,0,0;0;;
Vid1_0531.png;1;Zebrafish;693;1318;1047;1434;1,0,0,0;0;;
Vid1_0532.png;1;Zebrafish;710;1316;1057;1439;1,0,0,0;0;;
Vid1_0533.png;1;Zebrafish;710;1317;1056;1439;1,0,0,0;0;;
Vid1_0534.png;1;Zebrafish;729;1312;1076;1441;1,0,0,0;0;;
Vid1_0535.png;1;Zebrafish;744;1305;1089;1441;1,0,0,0;0;;
Vid1_0536.png;1;Zebrafish;741;1306;1087;1443;1,0,0,0;0;;
Vid1_0550.png;1;Zebrafish;921;1271;1272;1403;1,0,0,0;0;;
Vid1_0551.png;1;Zebrafish;931;1271;1285;1403;1,0,0,0;0;;
Vid1_0552.png;1;Zebrafish;938;1273;1292;1406;1,0,0,0;0;;
Vid1_0553.png;1;Zebrafish;944;1275;1298;1408;1,0,0,0;0;;
Vid1_0554.png;1;Zebrafish;952;1277;1305;1412;1,0,0,0;0;;
Vid1_0555.png;1;Zebrafish;957;1276;1307;1416;1,0,0,0;0;;
Vid1_0556.png;1;Zebrafish;977;1276;1313;1424;1,0,0,0;0;;
Vid1_0557.png;1;Zebrafish;977;1272;1321;1424;1,0,0,0;0;;
Vid1_0558.png;1;Zebrafish;992;1268;1333;1424;1,0,0,0;0;;
Vid1_0559.png;1;Zebrafish;1003;1266;1345;1429;1,0,0,0;0;;
Vid1_0560.png;1;Zebrafish;1015;1262;1354;1431;1,0,0,0;0;;
Vid1_0561.png;1;Zebrafish;1027;1260;1365;1427;1,0,0,0;0;;
Vid1_0562.png;1;Zebrafish;1040;1257;1381;1425;1,0,0,0;0;;
Vid1_0563.png;1;Zebrafish;1061;1256;1396;1426;1,0,0,0;0;;
Vid1_0564.png;1;Zebrafish;1061;1256;1407;1423;1,0,0,0;0;;
Vid1_0565.png;1;Zebrafish;1070;1256;1419;1419;1,0,0,0;0;;
Vid1_0567.png;1;Zebrafish;1081;1257;1430;1415;1,0,0,0;0;;
Vid1_0568.png;1;Zebrafish;1100;1260;1447;1412;1,0,0,0;0;;
Vid1_0569.png;1;Zebrafish;1100;1259;1450;1416;1,0,0,0;0;;
Vid1_0570.png;1;Zebrafish;1100;1259;1450;1416;1,0,0,0;0;;
Vid1_0571.png;1;Zebrafish;1110;1259;1460;1416;1,0,0,0;0;;
Vid1_0572.png;1;Zebrafish;1117;1259;1463;1414;1,0,0,0;0;;
Vid1_0573.png;1;Zebrafish;1122;1259;1467;1417;1,0,0,0;0;;
Vid1_0574.png;1;Zebrafish;1120;1258;1469;1417;1,0,0,0;0;;
Vid1_0575.png;1;Zebrafish;1131;1256;1479;1406;1,0,0,0;0;;
Vid1_0576.png;1;Zebrafish;1138;1255;1484;1411;1,0,0,0;0;;
Vid1_0577.png;1;Zebrafish;1140;1253;1489;1407;1,0,0,0;0;;
Vid1_0578.png;1;Zebrafish;1140;1253;1488;1407;1,0,0,0;0;;
Vid1_0579.png;1;Zebrafish;1155;1250;1498;1406;1,0,0,0;0;;
Vid1_0591.png;1;Zebrafish;1210;1261;1560;1403;1,0,0,0;0;;
Vid1_0592.png;1;Zebrafish;1216;1263;1566;1399;1,0,0,0;0;;
Vid1_0590.png;1;Zebrafish;1208;1261;1559;1404;1,0,1,0;0;;
Vid1_0593.png;1;Zebrafish;1221;1264;1568;1410;1,0,0,0;0;;
Vid1_0594.png;1;Zebrafish;1218;1264;1570;1416;1,0,0,0;0;;
Vid1_0595.png;1;Zebrafish;1222;1264;1571;1417;1,0,0,0;0;;
Vid1_0596.png;1;Zebrafish;1233;1262;1571;1416;1,0,0,0;0;;
Vid1_0597.png;1;Zebrafish;1222;1262;1571;1421;1,0,0,0;0;;
