frame,track_id,x1,y1,x2,y2,xc,yc,w,h,conf
Vid1_0013.png,3,754,1417,1001,1494,878.18,1455.99,246.95,76.36,0.8293
Vid1_0014.png,1,1001,1295,1294,1415,1148.1,1355.26,293.05,120.32,0.9002
Vid1_0014.png,2,1615,1378,1887,1480,1751.55,1429.58,272.37,102.48,0.8926
Vid1_0014.png,3,719,1410,959,1494,839.48,1452.62,240.75,84.37,0.8754
Vid1_0015.png,1,996,1297,1297,1420,1147.23,1358.82,301.34,122.5,0.9002
Vid1_0015.png,2,1606,1376,1897,1480,1751.64,1428.36,290.87,103.5,0.8926
Vid1_0015.png,3,706,1407,945,1495,826.18,1451.42,238.48,87.21,0.8753
Vid1_0016.png,1,994,1299,1297,1423,1146.01,1361.36,303.22,123.38,0.9045
Vid1_0016.png,2,1600,1374,1901,1480,1751.21,1427.82,301.04,106.02,0.8921
Vid1_0016.png,3,698,1403,935,1496,817.23,1450.17,236.83,92.38,0.8786
Vid1_0017.png,1,983,1312,1286,1437,1135.05,1375.11,303.08,125.45,0.9035
Vid1_0017.png,2,1578,1366,1900,1476,1739.76,1421.73,321.75,110.27,0.8953
Vid1_0017.png,3,635,1402,885,1494,760.2,1448.33,249.71,92.64,0.8739
Vid1_0018.png,1,978,1318,1272,1448,1125.43,1383.69,293.2,130.5,0.8968
Vid1_0018.png,2,1559,1364,1882,1471,1720.87,1417.94,322.74,107.2,0.8964
Vid1_0018.png,3,561,1395,824,1493,692.84,1444.65,263.18,97.99,0.837
Vid1_0019.png,1,967,1319,1240,1455,1104.11,1387.74,272.54,136.12,0.9013
Vid1_0019.png,2,1543,1363,1862,1469,1702.85,1416.59,319.6,106.07,0.8936
Vid1_0019.png,3,514,1396,779,1494,647.41,1445.23,265.12,97.74,0.8769
Vid1_0020.png,1,951,1322,1239,1463,1095.3,1392.88,288.58,141.68,0.8987
Vid1_0020.png,2,1527,1363,1858,1471,1693.2,1417.55,330.76,108.13,0.8893
Vid1_0020.png,3,485,1388,714,1494,600.13,1441.13,228.85,106.09,0.8675
Vid1_0021.png,1,938,1324,1237,1468,1087.81,1396.27,298.66,144.44,0.901
Vid1_0021.png,2,1513,1363,1855,1473,1684.61,1418.34,342.49,110.06,0.8914
Vid1_0021.png,3,461,1378,674,1495,567.79,1437.16,213.14,116.62,0.8762
Vid1_0022.png,1,928,1327,1227,1473,1077.89,1400.24,298.47,145.73,0.9072
Vid1_0022.png,2,1499,1364,1849,1474,1674.29,1419.76,349.48,110.07,0.8987
Vid1_0022.png,3,420,1361,613,1498,517.05,1430.44,193.28,136.92,0.8753
Vid1_0023.png,1,919,1327,1217,1475,1068.42,1401.56,297.2,147.59,0.9022
Vid1_0023.png,2,1487,1366,1841,1477,1664.46,1422.19,354.69,111.56,0.8938
Vid1_0023.png,3,394,1354,603,1498,498.91,1426.53,208.88,143.18,0.8723
Vid1_0024.png,1,917,1327,1212,1474,1065.21,1401.26,294.44,146.76,0.8988
Vid1_0024.png,2,1483,1367,1838,1480,1661.04,1423.97,354.39,113.67,0.8945
Vid1_0024.png,3,377,1357,597,1497,487.43,1427.72,220.64,139.73,0.8716
Vid1_0025.png,1,911,1328,1210,1483,1061.2,1405.91,298.56,154.54,0.9119
Vid1_0025.png,2,1469,1371,1826,1485,1648.29,1428.52,357.31,113.79,0.8932
Vid1_0025.png,3,332,1356,570,1492,451.38,1424.83,238.7,136.35,0.8747
Vid1_0026.png,1,908,1328,1206,1488,1057.51,1408.77,297.91,159.66,0.9115
Vid1_0026.png,2,1463,1373,1817,1486,1640.29,1429.84,354.2,112.79,0.8933
Vid1_0026.png,3,306,1363,554,1486,430.72,1424.7,247.76,123.37,0.8775
Vid1_0027.png,1,906,1328,1203,1491,1055.16,1410.1,296.46,162.29,0.9114
Vid1_0027.png,2,1460,1374,1811,1485,1635.7,1430.15,350.8,111.36,0.8922
Vid1_0027.png,3,294,1365,550,1483,422.59,1424.55,255.38,117.23,0.8714
Vid1_0028.png,1,894,1328,1192,1499,1043.67,1414.37,298.1,170.83,0.9149
Vid1_0028.png,2,1445,1374,1797,1489,1621.2,1431.95,352.29,115.27,0.8994
Vid1_0028.png,3,254,1383,517,1477,385.95,1430.41,262.43,94.68,0.8719
Vid1_0029.png,1,883,1329,1181,1498,1032.53,1414.0,297.59,169.98,0.9214
Vid1_0029.png,2,1432,1374,1784,1492,1608.5,1433.31,352.55,117.73,0.9099
Vid1_0029.png,3,224,1389,491,1473,357.92,1431.49,266.54,84.72,0.8744
Vid1_0030.png,1,881,1329,1177,1499,1029.63,1414.18,295.85,170.21,0.918
Vid1_0030.png,2,1427,1374,1781,1493,1604.63,1434.06,353.48,119.2,0.9089
Vid1_0030.png,3,216,1391,483,1473,350.21,1432.38,267.25,81.51,0.8759
Vid1_0031.png,1,865,1332,1164,1491,1014.79,1411.82,299.31,159.23,0.9114
Vid1_0031.png,2,1410,1375,1762,1494,1586.57,1434.79,351.38,119.26,0.8986
Vid1_0031.png,3,189,1389,455,1472,322.5,1430.77,265.69,82.78,0.8748
Vid1_0032.png,1,852,1335,1154,1494,1003.2,1414.71,301.74,159.21,0.9198
Vid1_0032.png,2,1398,1376,1753,1498,1575.88,1437.4,355.69,121.55,0.9001
Vid1_0032.png,3,170,1389,435,1471,302.7,1430.62,264.63,81.76,0.8723
Vid1_0033.png,1,843,1339,1148,1496,995.86,1417.64,305.05,156.82,0.9171
Vid1_0033.png,2,1389,1378,1744,1502,1566.78,1440.5,355.47,124.12,0.9067
Vid1_0033.png,3,158,1388,421,1472,290.0,1430.81,263.73,83.71,0.8712
Vid1_0034.png,1,833,1342,1134,1495,983.69,1418.98,301.16,152.25,0.921
Vid1_0034.png,2,1380,1379,1735,1505,1557.66,1442.59,355.06,126.24,0.9056
Vid1_0034.png,3,149,1379,406,1469,277.98,1424.42,256.86,89.35,0.8725
Vid1_0035.png,1,832,1343,1129,1494,980.65,1419.22,296.75,151.37,0.9232
Vid1_0035.png,2,1377,1380,1733,1507,1555.4,1443.85,355.8,127.23,0.9063
Vid1_0035.png,3,151,1378,407,1471,279.21,1424.78,256.41,93.21,0.8713
Vid1_0036.png,1,814,1353,1117,1498,966.04,1426.32,303.15,144.91,0.9061
Vid1_0036.png,2,1365,1378,1722,1508,1543.99,1443.75,357.64,129.73,0.9055
Vid1_0036.png,3,132,1369,379,1458,255.72,1414.25,246.82,89.41,0.8819
Vid1_0037.png,1,803,1360,1110,1498,957.1,1429.59,307.53,137.41,0.898
Vid1_0037.png,2,1358,1377,1715,1508,1536.95,1442.66,356.94,130.81,0.912
Vid1_0037.png,3,132,1362,363,1451,248.04,1407.01,230.17,88.7,0.8545
Vid1_0038.png,1,794,1367,1098,1498,946.38,1432.86,304.41,130.95,0.9039
Vid1_0038.png,2,1351,1374,1703,1503,1527.7,1439.4,352.04,129.05,0.9149
Vid1_0038.png,3,142,1361,332,1443,237.48,1402.53,190.58,82.62,0.8369
Vid1_0039.png,1,782,1376,1094,1496,938.72,1436.75,311.64,120.17,0.8903
Vid1_0039.png,2,1343,1371,1700,1505,1522.4,1438.52,356.94,134.03,0.9196
Vid1_0039.png,3,141,1356,320,1443,230.87,1399.91,179.43,86.25,0.8491
Vid1_0040.png,1,797,1380,1075,1494,936.55,1437.66,277.62,114.02,0.8913
Vid1_0040.png,2,1339,1369,1695,1505,1517.55,1437.34,356.13,135.83,0.9185
Vid1_0040.png,3,151,1345,298,1431,225.2,1388.24,146.93,85.94,0.7641
Vid1_0041.png,1,816,1381,1023,1499,919.76,1440.67,206.96,117.41,0.8764
Vid1_0041.png,2,1333,1367,1690,1502,1511.69,1435.1,356.67,135.72,0.9102
Vid1_0041.png,3,147,1341,275,1439,211.52,1390.49,127.33,98.88,0.816
Vid1_0042.png,1,824,1380,1009,1499,916.74,1440.28,184.83,118.95,0.8821
Vid1_0042.png,2,1332,1367,1688,1502,1510.57,1434.63,356.25,135.05,0.9154
Vid1_0042.png,3,148,1340,265,1442,207.06,1391.3,117.6,101.58,0.8008
Vid1_0043.png,1,814,1384,994,1499,904.84,1441.95,180.1,115.69,0.8711
Vid1_0043.png,2,1326,1367,1678,1500,1502.32,1433.69,351.6,133.33,0.9095
Vid1_0043.png,3,146,1340,312,1452,229.36,1396.73,165.72,111.77,0.8528
Vid1_0044.png,1,785,1374,1015,1501,900.68,1438.12,230.37,127.51,0.9055
Vid1_0044.png,2,1320,1368,1675,1503,1497.85,1435.56,354.48,134.96,0.9144
Vid1_0044.png,3,146,1346,349,1463,248.39,1404.9,202.78,117.73,0.8592
Vid1_0045.png,1,765,1365,1037,1497,901.77,1431.64,272.01,131.49,0.9045
Vid1_0045.png,2,1315,1368,1670,1506,1492.63,1437.53,354.91,137.09,0.9142
Vid1_0045.png,3,160,1369,389,1468,275.04,1419.07,229.42,98.72,0.8592
Vid1_0046.png,1,769,1356,1059,1492,914.65,1424.61,289.3,135.52,0.9033
Vid1_0046.png,2,1311,1369,1666,1506,1489.41,1438.06,355.16,137.82,0.9163
Vid1_0046.png,3,175,1382,427,1472,301.16,1427.78,252.28,89.68,0.8684
Vid1_0047.png,1,786,1347,1076,1489,931.53,1418.64,289.83,142.27,0.918
Vid1_0047.png,2,1309,1369,1663,1508,1486.68,1438.95,354.52,139.08,0.9162
Vid1_0047.png,3,201,1389,462,1476,331.98,1432.97,261.89,86.99,0.858
Vid1_0048.png,1,793,1345,1082,1489,938.29,1417.19,288.74,144.29,0.9151
Vid1_0048.png,2,1308,1369,1663,1508,1485.9,1439.05,354.79,139.86,0.9176
Vid1_0048.png,3,207,1392,473,1477,340.25,1434.9,265.97,84.61,0.8601
Vid1_0049.png,1,805,1337,1102,1486,954.21,1411.92,297.37,149.21,0.9114
Vid1_0049.png,2,1308,1368,1658,1509,1483.16,1438.81,350.07,140.49,0.9191
Vid1_0049.png,3,245,1398,514,1477,380.02,1437.97,269.32,79.92,0.8866
Vid1_0050.png,1,823,1334,1121,1484,972.63,1409.64,298.54,149.89,0.9164
Vid1_0050.png,2,1305,1366,1659,1509,1482.6,1438.05,353.34,142.9,0.9177
Vid1_0050.png,3,309,1396,568,1476,438.58,1436.39,259.05,79.73,0.8745
Vid1_0051.png,1,841,1331,1132,1484,987.0,1408.13,290.09,152.48,0.9032
Vid1_0051.png,2,1303,1365,1657,1508,1480.27,1436.75,354.35,142.75,0.916
Vid1_0051.png,3,355,1394,621,1472,488.15,1433.82,266.26,78.28,0.8542
Vid1_0052.png,1,848,1331,1136,1484,992.16,1407.71,287.89,152.93,0.9063
Vid1_0052.png,2,1302,1365,1657,1507,1480.49,1436.52,355.01,142.82,0.9143
Vid1_0052.png,3,364,1394,636,1472,500.51,1433.41,271.54,78.14,0.8637
Vid1_0053.png,1,851,1331,1144,1486,998.05,1409.2,293.41,154.92,0.914
Vid1_0053.png,2,1302,1363,1655,1507,1479.06,1435.67,353.79,143.52,0.9126
Vid1_0053.png,3,421,1387,689,1463,555.39,1425.2,268.23,75.91,0.8536
Vid1_0054.png,1,871,1327,1157,1486,1014.6,1406.71,285.97,158.77,0.8949
Vid1_0054.png,2,1299,1362,1653,1504,1476.45,1433.26,353.82,141.68,0.9114
Vid1_0054.png,3,486,1375,752,1458,619.5,1416.91,265.03,82.31,0.8863
Vid1_0055.png,1,879,1325,1162,1485,1020.89,1405.79,282.9,160.22,0.8948
Vid1_0055.png,2,1298,1361,1652,1502,1475.59,1432.35,353.83,140.94,0.9114
Vid1_0055.png,3,511,1371,775,1456,643.48,1413.99,263.59,84.58,0.8863
Vid1_0056.png,1,889,1324,1165,1483,1027.79,1403.76,275.66,158.9,0.8932
Vid1_0056.png,2,1298,1361,1652,1501,1475.27,1431.64,353.64,139.68,0.9114
Vid1_0056.png,3,528,1370,788,1454,658.73,1412.51,260.46,84.54,0.8844
Vid1_0057.png,1,910,1313,1192,1483,1051.9,1398.49,282.16,169.16,0.9095
Vid1_0057.png,2,1296,1360,1650,1497,1473.19,1429.05,353.88,136.87,0.9083
Vid1_0057.png,3,590,1373,857,1462,724.16,1418.12,267.13,89.29,0.8612
Vid1_0058.png,1,935,1301,1222,1475,1078.57,1388.44,287.02,174.2,0.9063
Vid1_0058.png,2,1294,1359,1649,1494,1472.12,1426.91,355.17,134.65,0.9086
Vid1_0058.png,3,639,1383,910,1470,774.66,1426.71,271.01,86.68,0.8496
Vid1_0059.png,1,963,1290,1251,1458,1107.82,1374.71,288.3,168.46,0.9016
Vid1_0059.png,2,1293,1359,1648,1492,1471.2,1425.91,355.0,132.95,0.9061
Vid1_0059.png,3,679,1389,948,1475,813.72,1432.95,268.88,86.0,0.8494
Vid1_0060.png,1,997,1278,1286,1446,1141.75,1362.14,288.81,167.79,0.9201
Vid1_0060.png,2,1293,1358,1647,1489,1470.51,1423.82,354.35,131.02,0.9012
Vid1_0060.png,3,724,1394,991,1479,857.64,1437.08,267.05,85.0,0.8615
Vid1_0061.png,1,1030,1267,1322,1432,1176.69,1350.18,292.45,164.8,0.9079
Vid1_0061.png,2,1293,1355,1648,1487,1471.18,1421.86,354.4,132.07,0.9008
Vid1_0061.png,3,765,1400,1037,1483,901.59,1442.03,272.0,82.94,0.8597
Vid1_0062.png,1,1057,1260,1353,1424,1205.33,1342.61,296.19,164.49,0.908
Vid1_0062.png,2,1294,1353,1647,1487,1471.35,1420.84,352.83,134.16,0.9031
Vid1_0062.png,3,801,1404,1076,1487,938.88,1445.9,274.6,82.88,0.8661
Vid1_0063.png,1,1085,1256,1384,1417,1234.66,1337.08,298.69,160.91,0.904
Vid1_0063.png,2,1295,1351,1646,1488,1470.83,1419.76,351.26,136.65,0.9037
Vid1_0063.png,3,838,1407,1113,1490,976.04,1449.08,275.32,82.41,0.8583
Vid1_0064.png,1,1103,1256,1411,1412,1257.51,1334.37,308.55,156.11,0.9022
Vid1_0064.png,2,1296,1349,1646,1487,1471.13,1418.67,350.23,138.27,0.8995
Vid1_0064.png,3,878,1404,1137,1492,1007.69,1448.41,258.94,87.82,0.8428
Vid1_0065.png,1,1128,1258,1433,1410,1281.23,1334.51,305.39,152.16,0.9014
Vid1_0065.png,2,1296,1344,1647,1488,1472.23,1416.65,350.76,144.25,0.9032
Vid1_0065.png,3,930,1408,1193,1491,1062.0,1449.83,262.09,83.62,0.8566
Vid1_0066.png,1,1153,1259,1453,1409,1303.58,1334.59,299.6,150.59,0.8979
Vid1_0066.png,2,1300,1340,1644,1489,1472.69,1414.89,344.15,149.57,0.9087
Vid1_0066.png,3,978,1408,1240,1490,1109.38,1449.94,261.59,82.1,0.8539
Vid1_0067.png,1,1186,1257,1477,1402,1332.1,1330.36,290.27,145.01,0.8909
Vid1_0067.png,2,1305,1336,1646,1490,1475.57,1413.07,341.09,153.94,0.9093
Vid1_0067.png,3,1009,1409,1269,1490,1139.65,1450.23,260.29,80.58,0.8479
Vid1_0068.png,1,1206,1253,1501,1407,1354.07,1330.67,294.57,153.64,0.877
Vid1_0068.png,2,1304,1332,1641,1491,1473.0,1411.94,336.75,159.61,0.9121
Vid1_0068.png,3,1044,1412,1309,1493,1177.16,1453.16,264.86,80.94,0.844
Vid1_0069.png,1,1236,1250,1528,1405,1382.43,1328.13,291.94,155.73,0.8148
Vid1_0069.png,2,1301,1328,1640,1491,1471.17,1410.17,339.03,163.11,0.893
Vid1_0069.png,3,1078,1417,1341,1497,1209.88,1457.33,263.33,79.59,0.8289
Vid1_0070.png,1,1246,1249,1537,1405,1392.32,1327.31,290.9,156.54,0.8148
Vid1_0070.png,2,1300,1327,1640,1491,1470.51,1409.52,339.93,164.41,0.893
Vid1_0070.png,3,1089,1419,1352,1498,1220.81,1458.84,262.7,79.1,0.8289
Vid1_0071.png,1,1271,1247,1543,1401,1407.55,1324.5,271.45,153.05,0.7745
Vid1_0071.png,2,1296,1325,1640,1491,1468.51,1408.42,344.0,166.13,0.8918
Vid1_0071.png,3,1094,1419,1357,1499,1225.72,1459.54,263.1,79.41,0.8281
Vid1_0072.png,1,1298,1242,1577,1374,1437.79,1308.7,278.84,132.45,0.8074
Vid1_0072.png,2,1296,1320,1637,1490,1466.99,1405.16,340.24,169.91,0.8954
Vid1_0072.png,3,1129,1419,1387,1502,1258.21,1460.84,258.01,82.97,0.8351
Vid1_0073.png,1,1359,1240,1603,1361,1481.36,1301.0,244.56,120.8,0.7915
Vid1_0073.png,2,1299,1315,1637,1489,1468.52,1402.42,338.92,174.66,0.8915
Vid1_0073.png,3,1158,1423,1416,1503,1287.09,1463.3,258.16,79.85,0.8369
Vid1_0074.png,1,1380,1240,1612,1357,1496.53,1298.6,231.14,117.03,0.7911
Vid1_0074.png,2,1299,1313,1638,1489,1469.13,1401.4,338.47,176.43,0.8913
Vid1_0074.png,3,1167,1424,1425,1503,1296.78,1464.16,258.23,78.64,0.8368
Vid1_0075.png,1,1389,1240,1616,1355,1503.41,1297.87,226.82,115.33,0.7756
Vid1_0075.png,2,1299,1312,1638,1488,1468.92,1400.56,338.71,176.41,0.8947
Vid1_0075.png,3,1174,1425,1431,1503,1303.35,1464.55,257.17,78.77,0.8357
Vid1_0076.png,1,1407,1239,1633,1359,1520.54,1299.38,226.03,120.03,0.7545
Vid1_0076.png,2,1298,1310,1637,1481,1468.16,1395.92,339.4,171.21,0.8982
Vid1_0076.png,3,1218,1423,1471,1500,1345.33,1462.39,252.91,76.92,0.8299
Vid1_0077.png,1,1417,1239,1646,1363,1531.93,1301.87,229.18,123.86,0.7499
Vid1_0077.png,2,1296,1308,1637,1478,1466.8,1393.18,340.89,170.36,0.8822
Vid1_0077.png,3,1271,1424,1514,1497,1392.81,1460.59,243.1,73.07,0.8238
Vid1_0078.png,1,1436,1241,1661,1363,1548.96,1302.55,225.54,122.84,0.7373
Vid1_0078.png,2,1298,1306,1639,1476,1468.95,1391.5,341.9,169.61,0.8606
Vid1_0078.png,3,1309,1419,1565,1501,1437.43,1460.18,255.88,81.8,0.8011
Vid1_0079.png,1,1447,1243,1671,1365,1559.24,1304.51,223.69,122.64,0.7534
Vid1_0079.png,2,1297,1303,1635,1477,1466.8,1390.67,338.26,173.82,0.8525
Vid1_0079.png,3,1360,1421,1616,1504,1488.86,1463.04,255.88,82.45,0.7942
Vid1_0080.png,1,1457,1247,1686,1368,1571.71,1308.25,228.59,121.15,0.7823
Vid1_0080.png,2,1299,1302,1641,1468,1470.65,1385.38,342.49,165.7,0.8588
Vid1_0080.png,3,1406,1416,1660,1506,1533.4,1461.7,254.26,89.95,0.8293
Vid1_0081.png,1,1466,1248,1683,1371,1574.78,1309.88,217.09,123.28,0.7715
Vid1_0081.png,2,1300,1301,1641,1471,1471.08,1386.81,340.95,169.94,0.8605
Vid1_0081.png,3,1457,1420,1707,1508,1582.17,1464.78,249.93,87.62,0.7867
Vid1_0082.png,1,1483,1242,1668,1374,1576.03,1308.6,184.96,131.63,0.8212
Vid1_0082.png,2,1301,1300,1636,1473,1468.6,1387.29,335.02,172.96,0.8603
Vid1_0082.png,3,1493,1423,1743,1509,1618.3,1466.54,250.32,85.71,0.7584
Vid1_0083.png,1,1512,1235,1654,1378,1583.32,1306.96,142.08,142.22,0.7632
Vid1_0083.png,2,1300,1301,1633,1480,1467.03,1390.75,332.36,179.05,0.8902
Vid1_0083.png,3,1527,1422,1773,1509,1650.23,1465.7,246.36,87.25,0.7905
Vid1_0084.png,1,1544,1226,1654,1386,1599.07,1306.89,110.01,159.89,0.7983
Vid1_0084.png,2,1302,1300,1632,1479,1467.44,1390.29,329.67,179.22,0.9063
Vid1_0084.png,3,1557,1411,1795,1509,1676.38,1460.83,238.62,97.99,0.8257
Vid1_0085.png,1,1546,1222,1654,1390,1600.41,1306.25,107.63,168.46,0.7715
Vid1_0085.png,2,1302,1301,1632,1480,1467.43,1391.03,330.57,179.67,0.8993
Vid1_0085.png,3,1564,1407,1800,1509,1682.51,1458.66,236.65,101.86,0.8333
Vid1_0086.png,1,1527,1226,1682,1391,1605.11,1309.24,155.02,164.54,0.8756
Vid1_0086.png,2,1301,1300,1631,1476,1466.43,1388.69,329.55,176.08,0.913
Vid1_0086.png,3,1580,1400,1813,1509,1696.96,1454.89,233.75,109.17,0.8734
Vid1_0087.png,1,1504,1222,1718,1385,1611.62,1304.04,213.69,163.47,0.9106
Vid1_0087.png,2,1299,1300,1628,1474,1464.13,1387.62,329.63,173.37,0.9197
Vid1_0087.png,3,1593,1396,1833,1509,1713.74,1452.6,239.6,112.9,0.8473
Vid1_0088.png,1,1480,1214,1716,1371,1598.7,1292.77,235.61,156.6,0.9005
Vid1_0088.png,2,1297,1302,1633,1471,1465.25,1387.01,335.82,168.43,0.9212
Vid1_0088.png,3,1594,1391,1844,1501,1719.42,1446.7,250.05,109.51,0.8345
Vid1_0089.png,1,1461,1205,1726,1371,1594.14,1288.13,264.44,165.91,0.925
Vid1_0089.png,2,1295,1304,1636,1471,1465.94,1387.96,340.73,166.44,0.9221
Vid1_0089.png,3,1610,1380,1864,1487,1737.73,1434.23,254.16,106.99,0.8662
Vid1_0090.png,1,1437,1194,1716,1369,1576.76,1281.96,278.51,175.64,0.9207
Vid1_0090.png,2,1294,1307,1636,1472,1465.37,1390.15,342.45,165.46,0.9172
Vid1_0090.png,3,1626,1379,1891,1474,1759.07,1426.84,265.74,94.49,0.8384
Vid1_0091.png,1,1411,1181,1694,1359,1553.22,1270.8,282.82,178.15,0.9283
Vid1_0091.png,2,1292,1310,1634,1474,1463.67,1392.7,341.65,164.25,0.9183
Vid1_0091.png,3,1651,1374,1916,1467,1783.55,1420.9,265.07,92.33,0.8713
Vid1_0092.png,1,1404,1178,1685,1355,1544.53,1267.25,280.99,177.41,0.9224
Vid1_0092.png,2,1292,1311,1634,1475,1463.24,1393.4,342.4,163.38,0.9198
Vid1_0092.png,3,1656,1375,1922,1463,1789.71,1419.51,266.21,88.87,0.8678
Vid1_0093.png,1,1375,1165,1663,1352,1519.44,1258.79,287.17,187.18,0.9286
Vid1_0093.png,2,1292,1312,1638,1477,1465.32,1394.85,346.27,164.43,0.9214
Vid1_0093.png,3,1718,1367,1912,1458,1815.69,1412.98,193.74,91.04,0.8606
Vid1_0094.png,1,1345,1151,1627,1341,1486.36,1246.14,282.06,189.86,0.9165
Vid1_0094.png,2,1291,1315,1635,1480,1463.58,1397.84,344.5,164.35,0.9166
Vid1_0094.png,3,1771,1349,1899,1442,1835.76,1395.82,128.22,93.35,0.7248
Vid1_0095.png,1,1336,1145,1616,1338,1476.7,1242.38,280.41,193.11,0.9139
Vid1_0095.png,2,1291,1316,1637,1480,1464.51,1398.67,346.53,164.13,0.9176
Vid1_0095.png,3,1782,1343,1893,1438,1837.89,1391.38,111.14,95.09,0.7164
Vid1_0096.png,1,1311,1138,1597,1332,1454.56,1235.47,286.66,194.18,0.9229
Vid1_0096.png,2,1290,1321,1639,1479,1465.13,1400.81,348.7,157.66,0.916
Vid1_0096.png,3,1813,1330,1899,1424,1856.37,1377.55,86.3,94.36,0.6923
Vid1_0097.png,1,1287,1134,1576,1325,1431.78,1229.66,289.52,190.84,0.9287
Vid1_0097.png,2,1291,1324,1642,1480,1466.88,1402.48,351.04,155.66,0.9155
Vid1_0097.png,3,1793,1303,1910,1415,1851.64,1359.56,116.98,111.88,0.8492
Vid1_0098.png,1,1266,1129,1550,1315,1408.64,1222.53,284.22,185.3,0.9261
Vid1_0098.png,2,1291,1327,1642,1480,1466.59,1403.71,351.02,153.19,0.9143
Vid1_0098.png,3,1772,1275,1926,1401,1849.66,1338.65,153.69,125.58,0.8959
Vid1_0099.png,1,1258,1128,1540,1311,1399.83,1220.02,281.81,183.08,0.926
Vid1_0099.png,2,1290,1327,1641,1480,1466.48,1404.13,350.98,152.33,0.9143
Vid1_0099.png,3,1764,1264,1933,1395,1848.65,1330.18,168.87,131.23,0.8958
Vid1_0100.png,1,1255,1128,1531,1308,1393.62,1218.58,276.64,180.28,0.9239
Vid1_0100.png,2,1291,1328,1640,1480,1466.01,1404.34,349.82,151.97,0.9147
Vid1_0100.png,3,1756,1256,1934,1391,1845.69,1324.26,177.52,134.57,0.897
Vid1_0101.png,1,1229,1128,1523,1305,1376.61,1216.84,293.37,176.66,0.9327
Vid1_0101.png,2,1292,1329,1642,1475,1467.67,1402.83,349.53,145.78,0.9136
